OBJECTID,the_geom,LandmarkNo,Name,Address,LargePhoto,Thumbnail,YearBuilt,Architect,Designer,Parcel,Designatio,PIMLink,Latitude,Longitude
194,"MULTIPOINT ((-122.40664599999997 37.79065600000007), (-122.40653799999995 37.79074300000008))",173,NOTRE DAME DES VICTOIRES CHURCH & RECTOR,566-564 BUSH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/173.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/173.jpg,1913,LOUIS BROCHOUD,,0271/012,http://sfplanninggis.org/docs/landmarks_and_districts/LM173.pdf,http://propertymap.sfplanning.org?search=0271/012,37.7906995,-122.406592
195,MULTIPOINT ((-122.41939599999995 37.782407000000035)),174,CALIFORNIA HALL,625 POLK ST,http://sfplanninggis.org/Preservation/Landmarks/Large/174.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/174.jpg,1912,FREDERICK MEYER,,0742/002,http://sfplanninggis.org/docs/landmarks_and_districts/LM174.pdf,http://propertymap.sfplanning.org?search=0742/002,37.782407,-122.419396
196,MULTIPOINT ((-122.45464199999998 37.77213500000005)),175,MCLAREN LODGE,GOLDEN GATE PARK,http://sfplanninggis.org/Preservation/Landmarks/Large/175.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/175.jpg,1896,EDWARD H. SWAIN,,1700/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM175.pdf,http://propertymap.sfplanning.org?search=1700/001,37.772135,-122.454642
197,MULTIPOINT ((-122.41394299999996 37.784054000000026)),176,CADILLAC HOTEL,380 EDDY ST,http://sfplanninggis.org/Preservation/Landmarks/Large/176.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/176.jpg,1908,MEYER AND O'BRIEN,,0333/012,http://sfplanninggis.org/docs/landmarks_and_districts/LM176.pdf,http://propertymap.sfplanning.org?search=0333/012,37.784054,-122.413943
198,MULTIPOINT ((-122.40969799999999 37.787840000000074)),177,FIRST CONGREGATIONAL CHURCH,432 MASON ST,http://sfplanninggis.org/Preservation/Landmarks/Large/177.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/177.jpg,1913-1915,REID BROTHERS,,0307/009,http://sfplanninggis.org/docs/landmarks_and_districts/LM177.pdf,http://propertymap.sfplanning.org?search=0307/009,37.78784,-122.409698
199,MULTIPOINT ((-122.42261899999994 37.761420000000044)),178,MISSION TURN HALL (WOMEN'S BUILDING),3541-3543 18TH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/178.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/178.jpg,1910,A. REINHOLD DENKE,,3588/082,http://sfplanninggis.org/docs/landmarks_and_districts/LM178.pdf,http://propertymap.sfplanning.org?search=3588/082,37.76142,-122.422619
200,MULTIPOINT ((-122.51019899999994 37.76955700000008)),179,BEACH CHALET,1000 GREAT HIGHWAY ST,http://sfplanninggis.org/Preservation/Landmarks/Large/179.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/179.jpg,1925,WILLIS POLK,,1700/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM179.pdf,http://propertymap.sfplanning.org?search=1700/001,37.769557,-122.510199
201,MULTIPOINT ((-122.44620899999995 37.71990900000003)),180,S.F. & SAN MATEO RAILROAD CO. OFFICE BLD,2301 SAN JOSE AV,http://sfplanninggis.org/Preservation/Landmarks/Large/180.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/180.jpg,1901,REID BROTHERS,,6972/022,http://sfplanninggis.org/docs/landmarks_and_districts/LM180.pdf,http://propertymap.sfplanning.org?search=6972/022,37.719909,-122.446209
202,MULTIPOINT ((-122.44620899999995 37.71990900000003)),180,S.F. & SAN MATEO RAILROAD CO. OFFICE BUI,2301 SAN JOSE AV,http://sfplanninggis.org/Preservation/Landmarks/Large/180.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/180.jpg,1901,REID BROTHERS,,6972/022,http://sfplanninggis.org/docs/landmarks_and_districts/LM180.pdf,http://propertymap.sfplanning.org?search=6972/022,37.719909,-122.446209
203,MULTIPOINT ((-122.46022799999997 37.76848400000006)),181,LAWN BOWLING CLUBHOUSE AND GREENS,GOLDEN GATE PARK,http://sfplanninggis.org/Preservation/Landmarks/Large/181.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/181.jpg,1915,,,1700/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM181.pdf,http://propertymap.sfplanning.org?search=1700/001,37.768484,-122.460228
204,MULTIPOINT ((-122.43736399999995 37.774222000000066)),182,THEODORE GREEN APOTHECARY,500-502 DIVISADERO,http://sfplanninggis.org/Preservation/Landmarks/Large/182.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/182.jpg,1888-1889,SAMUEL NEWSOM,,1203/017A,http://sfplanninggis.org/docs/landmarks_and_districts/LM182.pdf,http://propertymap.sfplanning.org?search=1203/017A,37.774222,-122.437364
205,MULTIPOINT ((-122.40014499999995 37.79085100000003)),183,CROWN ZELLERBACH BLDG,590 MARKET ST,http://sfplanninggis.org/Preservation/Landmarks/Large/183.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/183.jpg,1959,"HERTZKA & KNOWLES; SKIDMORE, OWINGS & MERRILL",,0290/011,http://sfplanninggis.org/docs/landmarks_and_districts/LM183.pdf,http://propertymap.sfplanning.org?search=0290/011,37.790851,-122.400145
206,MULTIPOINT ((-122.41024799999997 37.791405000000054)),184,MARK HOPKINS HOTEL,850 MASON ST,http://sfplanninggis.org/Preservation/Landmarks/Large/184.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/184.jpg,1925-1926,WEEKS AND DAY,,0255/002,http://sfplanninggis.org/docs/landmarks_and_districts/LM184.pdf,http://propertymap.sfplanning.org?search=0255/002,37.791405,-122.410248
207,MULTIPOINT ((-122.41009299999996 37.79242500000004)),185,FAIRMONT HOTEL,950 MASON ST,http://sfplanninggis.org/Preservation/Landmarks/Large/185.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/185.jpg,1902-1906,REID BROTHERS; STANFORD WHITE,,0244/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM185.pdf,http://propertymap.sfplanning.org?search=0244/001,37.792425,-122.410093
208,MULTIPOINT ((-122.43518899999998 37.75259100000005)),186,LEWIS HOUSE,4143 23RD ST,http://sfplanninggis.org/Preservation/Landmarks/Large/186.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/186.jpg,1892,DAVID LEWIS,,2804/040,http://sfplanninggis.org/docs/landmarks_and_districts/LM186.pdf,http://propertymap.sfplanning.org?search=2804/040,37.752591,-122.435189
209,"MULTIPOINT ((-122.47356699999995 37.739261000000056), (-122.40356999999995 37.75169100000005))",187,"#37 ENGINE, #9 TRUCK FIREHOUSE",2501 25TH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/187.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/187.jpg,1918,CLARENCE R. WARD,,4279/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM187.pdf,http://propertymap.sfplanning.org?search=2479/001,37.745476,-122.4385685
210,"MULTIPOINT ((-122.47356699999995 37.739261000000056), (-122.40356999999995 37.75169100000005))",187,"ENGINE CO. #37, TRUCK CO. #9",2501 25TH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/187.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/187.jpg,1918,CLARENCE R. WARD,,2479/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM187.pdf,http://propertymap.sfplanning.org?search=2479/001,37.745476,-122.4385685
211,MULTIPOINT ((-122.42241199999995 37.795195000000035)),188,"ENGINE CO. #8, TRUCK CO. #4",1648 PACIFIC AV,http://sfplanninggis.org/Preservation/Landmarks/Large/188.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/188.jpg,1917,"JOHN REID, JR.",,0574/011,http://sfplanninggis.org/docs/landmarks_and_districts/LM188.pdf,http://propertymap.sfplanning.org?search=0574/011,37.795195,-122.422412
212,MULTIPOINT ((-122.42297699999995 37.749272000000076)),189,FRANK G. EDWARDS HOUSE,1366 GUERRERO ST,http://sfplanninggis.org/Preservation/Landmarks/Large/189.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/189.jpg,1883,JOSEPH GOSLING,,6533/013,http://sfplanninggis.org/docs/landmarks_and_districts/LM189.pdf,http://propertymap.sfplanning.org?search=6533/013,37.749272,-122.422977
213,MULTIPOINT ((-122.43676799999997 37.77182000000005)),190,CHARLES L. HINKEL HOUSE,280 DIVISADERO ST,http://sfplanninggis.org/Preservation/Landmarks/Large/190.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/190.jpg,1885,CHARLES L. HINKEL,,1238/023,http://sfplanninggis.org/docs/landmarks_and_districts/LM190.pdf,http://propertymap.sfplanning.org?search=1238/023,37.77182,-122.436768
214,MULTIPOINT ((-122.42437899999999 37.75334000000004)),191,OAKLEY RESIDENCE & FLATS,200-202 FAIR OAKS ST,http://sfplanninggis.org/Preservation/Landmarks/Large/191.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/191.jpg,1886,TOWNSEND AND WYNEKEN,,3648/050,http://sfplanninggis.org/docs/landmarks_and_districts/LM191.pdf,http://propertymap.sfplanning.org?search=3648/050,37.75334,-122.424379
249,MULTIPOINT ((-122.41886499999998 37.76485900000006)),215,BROWN'S OPERA HOUSE,2961 16TH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/215.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/215.jpg,1908,WERNER(CARL) & O'BRIEN (MATTHEW),,3570/031A,http://sfplanninggis.org/docs/landmarks_and_districts/LM215.pdf,http://propertymap.sfplanning.org?search=3570/031A,37.764859,-122.418865
215,"MULTIPOINT ((-122.44195299999996 37.774249000000054), (-122.44182599999999 37.773885000000064))",192,SOUTHERN PACIFIC CO. HOSPITAL COMPLEX,1400-1599 FELL ST,http://sfplanninggis.org/Preservation/Landmarks/Large/192.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/192.jpg,1908,,,1206/003,http://sfplanninggis.org/docs/landmarks_and_districts/LM192.pdf,http://propertymap.sfplanning.org?search=1206/003,37.774067,-122.4418895
216,"MULTIPOINT ((-122.44195299999996 37.774249000000054), (-122.44182599999999 37.773885000000064))",192,SOUTHERN PACIFIC CO. HOSPITAL COMPLEX,1509-1599 HAYES ST,http://sfplanninggis.org/Preservation/Landmarks/Large/192.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/192.jpg,1908,,,1206/003,http://sfplanninggis.org/docs/landmarks_and_districts/LM192.pdf,http://propertymap.sfplanning.org?search=1206/003,37.774067,-122.4418895
217,MULTIPOINT ((-122.40166299999999 37.77112500000004)),193,BAKER & HAMILTON BUILDING,700-768 7TH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/193.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/193.jpg,1904-1905,SUTTON AND WEEKS,,3799/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM193.pdf,http://propertymap.sfplanning.org?search=3799/001,37.771125,-122.401663
218,MULTIPOINT ((-122.40166299999999 37.77112500000004)),193,BAKER AND HAMILTON BUILDING,700-768 7TH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/193.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/193.jpg,1904-1905,SUTTON AND WEEKS,,3799/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM193.pdf,http://propertymap.sfplanning.org?search=3799/001,37.771125,-122.401663
219,MULTIPOINT ((-122.41403299999996 37.78704700000003)),195,ISLAM TEMPLE (ALCAZAR THEATER),650 GEARY ST,http://sfplanninggis.org/Preservation/Landmarks/Large/195.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/195.jpg,1917,T. PATERSON ROSS,,0304/025,http://sfplanninggis.org/docs/landmarks_and_districts/LM195.pdf,http://propertymap.sfplanning.org?search=0304/025,37.787047,-122.414033
220,MULTIPOINT ((-122.48705799999999 37.786973000000046)),196,ALFRED G. HANSON RESIDENCE,126 27TH AV,http://sfplanninggis.org/Preservation/Landmarks/Large/196.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/196.jpg,1907,JOHN CHARLES FLUGGER,,1332/049,http://sfplanninggis.org/docs/landmarks_and_districts/LM196.pdf,http://propertymap.sfplanning.org?search=1332/049,37.786973,-122.487058
221,MULTIPOINT ((-122.42747499999996 37.79292000000004)),197,SPRECKELS RESIDENCE,2080 WASHINGTON ST,http://sfplanninggis.org/Preservation/Landmarks/Large/197.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/197.jpg,1912/1913,MACDONALD AND APPLEGARTH,,0601/005,http://sfplanninggis.org/docs/landmarks_and_districts/LM197.pdf,http://propertymap.sfplanning.org?search=0601/005,37.79292,-122.427475
222,MULTIPOINT ((-122.42985099999999 37.79063700000006)),198,RICHARD E. QUEEN HOUSE,2212 SACRAMENTO ST,http://sfplanninggis.org/Preservation/Landmarks/Large/198.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/198.jpg,1895-1896,A. PAGE BROWN,,0627/004,http://sfplanninggis.org/docs/landmarks_and_districts/LM198.pdf,http://propertymap.sfplanning.org?search=0627/004,37.790637,-122.429851
223,"MULTIPOINT ((-122.41351099999997 37.77192900000006), (-122.41349999999994 37.771697000000074), (-122.41325799999998 37.77172800000005), (-122.41324099999997 37.771491000000026), (-122.413074 37.771581000000026), (-122.412872 37.77146700000003))",199,BLDG B: JACKSON BREWERY CO. COMPLEX,1475-333 FOLSOM ST,http://sfplanninggis.org/Preservation/Landmarks/Large/199.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/199.jpg,1907,,,3520/028A,http://sfplanninggis.org/docs/landmarks_and_districts/LM199.pdf,http://propertymap.sfplanning.org?search=3520/028A,37.771698,-122.4131915
224,"MULTIPOINT ((-122.41351099999997 37.77192900000006), (-122.41349999999994 37.771697000000074), (-122.41325799999998 37.77172800000005), (-122.41324099999997 37.771491000000026), (-122.413074 37.771581000000026), (-122.412872 37.77146700000003))",199,BLDG C:JACKSON BREWING CO. COMPLEX,1479-333 FOLSOM ST,http://sfplanninggis.org/Preservation/Landmarks/Large/199.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/199.jpg,1907,,,3520/028A,http://sfplanninggis.org/docs/landmarks_and_districts/LM199.pdf,http://propertymap.sfplanning.org?search=3520/028A,37.771698,-122.4131915
225,"MULTIPOINT ((-122.41351099999997 37.77192900000006), (-122.41349999999994 37.771697000000074), (-122.41325799999998 37.77172800000005), (-122.41324099999997 37.771491000000026), (-122.413074 37.771581000000026), (-122.412872 37.77146700000003))",199,BLDG D: JACKSON BREWING CO. COMPLEX,315-333 11TH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/199.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/199.jpg,1907,,,3520/028A,http://sfplanninggis.org/docs/landmarks_and_districts/LM199.pdf,http://propertymap.sfplanning.org?search=3520/028A,37.771698,-122.4131915
226,"MULTIPOINT ((-122.41351099999997 37.77192900000006), (-122.41349999999994 37.771697000000074), (-122.41325799999998 37.77172800000005), (-122.41324099999997 37.771491000000026), (-122.413074 37.771581000000026), (-122.412872 37.77146700000003))",199,BLDG E: JACKSON BREWING CO. COMPLEX,333 11TH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/199.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/199.jpg,1907,,,3520/028A,http://sfplanninggis.org/docs/landmarks_and_districts/LM199.pdf,http://propertymap.sfplanning.org?search=3520/028A,37.771698,-122.4131915
227,"MULTIPOINT ((-122.41351099999997 37.77192900000006), (-122.41349999999994 37.771697000000074), (-122.41325799999998 37.77172800000005), (-122.41324099999997 37.771491000000026), (-122.413074 37.771581000000026), (-122.412872 37.77146700000003))",199,BLDG F:JACKSON BREWING CO. COMPLEX,351-333 11TH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/199.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/199.jpg,1907,,,3520/028A,http://sfplanninggis.org/docs/landmarks_and_districts/LM199.pdf,http://propertymap.sfplanning.org?search=3520/028A,37.771698,-122.4131915
228,"MULTIPOINT ((-122.41351099999997 37.77192900000006), (-122.41349999999994 37.771697000000074), (-122.41325799999998 37.77172800000005), (-122.41324099999997 37.771491000000026), (-122.413074 37.771581000000026), (-122.412872 37.77146700000003))",199,JACKSON BREWERY CO. COMPLEX,,http://sfplanninggis.org/Preservation/Landmarks/Large/199.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/199.jpg,1907,,,3520/028A,http://sfplanninggis.org/docs/landmarks_and_districts/LM199.pdf,http://propertymap.sfplanning.org?search=3520/028A,37.771698,-122.4131915
229,MULTIPOINT ((-122.45330099999995 37.76698300000004)),201,PARK EMERGENCY HOSPITAL,811 STANYAN ST,http://sfplanninggis.org/Preservation/Landmarks/Large/201.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/201.jpg,1902,NEWTON THARP,,1700/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM201.pdf,http://propertymap.sfplanning.org?search=1700/001,37.766983,-122.453301
230,MULTIPOINT ((-122.43553699999995 37.78551100000004)),202,GOLDEN GATE COMMANDERY OF THE KNIGHTS TE,2135 SUTTER ST,http://sfplanninggis.org/Preservation/Landmarks/Large/202.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/202.jpg,"1905, 1906-1907",O'BRIEN (MATTHEW) & WERNER (CARL),,0682/006,http://sfplanninggis.org/docs/landmarks_and_districts/LM202.pdf,http://propertymap.sfplanning.org?search=0682/006,37.785511,-122.435537
231,"MULTIPOINT ((-122.43906199999998 37.79240600000003), (-122.43889899999999 37.792193000000054))",203,GIBBS RESIDENCE AND CARETAKER'S COTTAGE,2622-2624 JACKSON ST,http://sfplanninggis.org/Preservation/Landmarks/Docs/SAMPLE_PHOTO.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/SAMPLE_PHOTO.jpg,1895,WILLIS POLK,,0585/008,http://sfplanninggis.org/docs/landmarks_and_districts/LM203.pdf,http://propertymap.sfplanning.org?search=0585/008,37.7922995,-122.4389805
232,"MULTIPOINT ((-122.43906199999998 37.79240600000003), (-122.43889899999999 37.792193000000054))",203,GIBBS RESIDENCE AND CARETAKERS COTTAGE,2629-2624 PACIFIC ST,http://sfplanninggis.org/Preservation/Landmarks/Docs/SAMPLE_PHOTO.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/SAMPLE_PHOTO.jpg,1895,WILLIS POLK,,0585/008,http://sfplanninggis.org/docs/landmarks_and_districts/LM203.pdf,http://propertymap.sfplanning.org?search=0585/008,37.7922995,-122.4389805
233,MULTIPOINT ((-122.41237499999994 37.79747500000008)),204,OUR LADY OF GUADALUPE CHURCH,908 BROADWAY,http://sfplanninggis.org/Preservation/Landmarks/Large/204.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/204.jpg,1912,SHEA (FRANK T.) & LOFQUIST (JOHN D.),,0149/009,http://sfplanninggis.org/docs/landmarks_and_districts/LM204.pdf,http://propertymap.sfplanning.org?search=0149/009,37.797475,-122.412375
234,MULTIPOINT ((-122.441397 37.72114400000004)),205,BALBOA HIGH SCHOOL,1000 CAYUGA AV,http://sfplanninggis.org/Preservation/Landmarks/Large/205.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/205.jpg,1930-31,SAMUEL LIGHTNER HYMAN AND A. APPLETON ASSOCIATES,,6958A/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM205.pdf,http://propertymap.sfplanning.org?search=6958A/001,37.721144,-122.441397
235,MULTIPOINT ((-122.41563899999994 37.74945800000006)),206,HOWARD /26TH STREET COTTAGES,3274-3294 26TH STREET,http://sfplanninggis.org/Preservation/Landmarks/Large/206.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/206.jpg,1905,,,6526/013,http://sfplanninggis.org/docs/landmarks_and_districts/LM206.pdf,http://propertymap.sfplanning.org?search=6526/013,37.749458,-122.415639
236,MULTIPOINT ((-122.44093699999996 37.792287000000044)),207,ELLINWOOD HOUSE,2799 PACIFIC AV,http://sfplanninggis.org/Preservation/Landmarks/Large/207.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/207.jpg,1893-94,J. EUGENE FREEMAN,,0978/010,http://sfplanninggis.org/docs/landmarks_and_districts/LM207.pdf,http://propertymap.sfplanning.org?search=0978/010,37.792287,-122.440937
237,MULTIPOINT ((-122.43622699999997 37.76271800000006)),208,THE MCCORMICK HOUSE,4040-4042 17TH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/208.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/208.jpg,,,,2623/012,http://sfplanninggis.org/docs/landmarks_and_districts/LM208.pdf,http://propertymap.sfplanning.org?search=2623/012,37.762718,-122.436227
238,"MULTIPOINT ((-122.45707699999997 37.78061500000007), (-122.45697499999994 37.78037000000006))",209,SAN FRANCISCO MEMORIAL COLUMBARIUM,1 LORAINE CT,http://sfplanninggis.org/Preservation/Landmarks/Large/209.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/209.jpg,,,,1132/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM209.pdf,http://propertymap.sfplanning.org?search=1132/001,37.7804925,-122.457026
239,"MULTIPOINT ((-122.45707699999997 37.78061500000007), (-122.45697499999994 37.78037000000006))",209,SEE 1084/2:ODDFELLOWS COLUMBARIUM,1 LORAINE CT,http://sfplanninggis.org/Preservation/Landmarks/Large/209.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/209.jpg,,,,1132/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM209.pdf,http://propertymap.sfplanning.org?search=1132/001,37.7804925,-122.457026
240,"MULTIPOINT ((-122.50854699999996 37.76583800000003), (-122.50846899999999 37.76536800000008))",210,MURPHY'S MILLWRIGHT HOUSE,M.L.KING DRIVE,http://sfplanninggis.org/Preservation/Landmarks/Large/210.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/210.jpg,1906,,,1700/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM210.pdf,http://propertymap.sfplanning.org?search=1700/001,37.765603,-122.508508
241,"MULTIPOINT ((-122.50854699999996 37.76583800000003), (-122.50846899999999 37.76536800000008))",210,MURPHY WINDMILL (SOUTH WINDMILL),GOLDEN GATE PARK,http://sfplanninggis.org/Preservation/Landmarks/Large/210.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/210.jpg,1906,,,1700/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM210.pdf,http://propertymap.sfplanning.org?search=1700/001,37.765603,-122.508508
242,MULTIPOINT ((-122.42988999999994 37.78871400000003)),211,MADAME C J WALKER HOUSE,2066 PINE ST,http://sfplanninggis.org/Preservation/Landmarks/Large/211.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/211.jpg,1876,,,0651/008,http://sfplanninggis.org/docs/landmarks_and_districts/LM211.pdf,http://propertymap.sfplanning.org?search=0651/008,37.788714,-122.42989
243,MULTIPOINT ((-122.40290999999996 37.795777000000044)),212,,15 HOTALING PL,http://sfplanninggis.org/Preservation/Landmarks/Large/212.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/212.jpg,1907,,,0196/028,http://sfplanninggis.org/docs/landmarks_and_districts/LM212.pdf,http://propertymap.sfplanning.org?search=0196/028,37.795777,-122.40291
244,MULTIPOINT ((-122.40290999999996 37.795777000000044)),212,,534-15 WASHINGTON ST,http://sfplanninggis.org/Preservation/Landmarks/Large/212.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/212.jpg,1907,,,0196/028,http://sfplanninggis.org/docs/landmarks_and_districts/LM212.pdf,http://propertymap.sfplanning.org?search=0196/028,37.795777,-122.40291
245,MULTIPOINT ((-122.40290999999996 37.795777000000044)),212,,580-15 WASHINGTON ST,http://sfplanninggis.org/Preservation/Landmarks/Large/212.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/212.jpg,1907,,,0196/028,http://sfplanninggis.org/docs/landmarks_and_districts/LM212.pdf,http://propertymap.sfplanning.org?search=0196/028,37.795777,-122.40291
246,MULTIPOINT ((-122.40290999999996 37.795777000000044)),212,COLUMBIA SAVINGS BANK,700-15 MONTGOMERY ST,http://sfplanninggis.org/Preservation/Landmarks/Large/212.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/212.jpg,1907,,,0196/028,http://sfplanninggis.org/docs/landmarks_and_districts/LM212.pdf,http://propertymap.sfplanning.org?search=0196/028,37.795777,-122.40291
247,MULTIPOINT ((-122.46888399999995 37.72714600000006)),213,THE JOSEPH LEONARD/CECIL F. POOLE HOUSE,90 CEDRO AV,http://sfplanninggis.org/Preservation/Landmarks/Large/213.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/213.jpg,,,,6908/016,http://sfplanninggis.org/docs/landmarks_and_districts/LM213.pdf,http://propertymap.sfplanning.org?search=6908/016,37.727146,-122.468884
248,MULTIPOINT ((-122.41854399999994 37.759240000000034)),214,EL CAPITAN THEATER & HOTEL,2353 MISSION ST,http://sfplanninggis.org/Preservation/Landmarks/Large/214.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/214.jpg,1928,WILLIAM H. CRIM,,3595/024,http://sfplanninggis.org/docs/landmarks_and_districts/LM214.pdf,http://propertymap.sfplanning.org?search=3595/024,37.75924,-122.418544
250,MULTIPOINT ((-122.44565699999998 37.785807000000034)),216,HOADLEY RESIDENCE,2908-2910 BUSH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/216.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/216.jpg,1854-58,,,1046/013,http://sfplanninggis.org/docs/landmarks_and_districts/LM216.pdf,http://propertymap.sfplanning.org?search=1046/013,37.785807,-122.445657
251,MULTIPOINT ((-122.42186199999998 37.79834100000005)),217,ALHAMBRA THEATER,2320-2336 POLK ST,http://sfplanninggis.org/Preservation/Landmarks/Large/217.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/217.jpg,1926,TIMOTHY L. PFLEUGER,,0548/022,http://sfplanninggis.org/docs/landmarks_and_districts/LM217.pdf,http://propertymap.sfplanning.org?search=0548/022,37.798341,-122.421862
252,MULTIPOINT ((-122.44026399999996 37.79813000000007)),218,NORTH END POLICE STATION,2475 GREENWICH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/218.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/218.jpg,1912,"COFFEY, ALFRED I.;FREDERICK MEYER;JOHN REID, JR.",,0513/015,http://sfplanninggis.org/docs/landmarks_and_districts/LM218.pdf,http://propertymap.sfplanning.org?search=0513/015,37.79813,-122.440264
253,MULTIPOINT ((-122.41695899999996 37.79871300000008)),220,ENGINE COMPANY NUMBER 31 FIRE HOUSE,1088 GREEN ST,http://sfplanninggis.org/Preservation/Landmarks/Large/220.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/220.jpg,1908,NEWTON J. THARP,,0121/010,http://sfplanninggis.org/docs/landmarks_and_districts/LM220.pdf,http://propertymap.sfplanning.org?search=0121/010,37.798713,-122.416959
254,MULTIPOINT ((-122.47716999999994 37.75727400000005)),221,SHRINERS' HOSPITAL FOR CRIPPLED CHILDREN,1701 19TH AV,http://sfplanninggis.org/Preservation/Landmarks/Large/221.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/221.jpg,1922-23;1970,WEEKS AND DAY,,1924/047,http://sfplanninggis.org/docs/landmarks_and_districts/LM221.pdf,http://propertymap.sfplanning.org?search=1924/047,37.757274,-122.47717
